,waktu,id,username,teks
121,2022-07-14 06:41:03,1547471217317138433,IT-alan työpaikat,"b'Microsoft Data Engineer (Turku tai Tampere), Aveso Oy https://t.co/D6sXHj6OFS #ohjelmointi #it #rekry https://t.co/cNk3T3aMoU'"
122,2022-07-14 06:21:16,1547466240800825344,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Senior Data Engineer I / Chennai https://t.co/QYNekHZE9v #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
123,2022-07-14 06:03:51,1547461853630038022,ai-jobs.net,b'HIRING: Senior Data Engineer I / Chennai https://t.co/QYNekHZE9v #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/gaVv2gvwjr'
124,2022-07-14 05:35:05,1547454617671217152,JobNews.id,b'#lowongan #kerja Senior Data Management Engineer Info  PT Antam Indonesia (Bandar Lampung) Lowongan Kerja Permanen\xe2\x80\xa6 https://t.co/g3Xk5VVfsy'
125,2022-07-14 04:29:43,1547438167556771840,Ada Gratisan di Pinned Tweet.,"b'RT @vickyfarhan95: Oiya another info dari user nih, buat kalian yg lulusan bootcamp data (data science, data engineer, dan data analyst) at\xe2\x80\xa6'"
126,2022-07-14 04:28:50,1547437943819628544,si paling HRD,"b'RT @vickyfarhan95: Oiya another info dari user nih, buat kalian yg lulusan bootcamp data (data science, data engineer, dan data analyst) at\xe2\x80\xa6'"
127,2022-07-14 04:07:47,1547432648406335488,Halip 🤌🏻,"b'@selicedd Guna banget, khususnya klo mau berkecimpung di Data Engineer \xf0\x9f\x98\xad'"
128,2022-07-14 03:31:58,1547423632883843073,godfrey™,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Noida, Hyderabad, Bengaluru, Chennai https://t.co/j7q72q5U2A #AI #MachineLearning #DataJobs\xe2\x80\xa6'"
129,2022-07-14 03:30:21,1547423227815002112,M.Y,"b'RT @vickyfarhan95: Oiya another info dari user nih, buat kalian yg lulusan bootcamp data (data science, data engineer, dan data analyst) at\xe2\x80\xa6'"
130,2022-07-14 03:27:52,1547422601630580736,Piki~,"b'Oiya another info dari user nih, buat kalian yg lulusan bootcamp data (data science, data engineer, dan data analys\xe2\x80\xa6 https://t.co/bN9Tbt9lQt'"
131,2022-07-14 03:15:11,1547419410016702464,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Noida, Hyderabad, Bengaluru, Chennai https://t.co/j7q72q5U2A #AI #MachineLearning #DataJobs\xe2\x80\xa6'"
132,2022-07-14 03:05:06,1547416870206177281,Twitchi,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Noida, Hyderabad, Bengaluru, Chennai https://t.co/j7q72q5U2A #AI #MachineLearning #DataJobs\xe2\x80\xa6'"
133,2022-07-14 03:03:48,1547416544120012801,ai-jobs.net,"b'HIRING: Senior Data Scientist / Noida, Hyderabad, Bengaluru, Chennai https://t.co/j7q72q5U2A #AI #MachineLearning\xe2\x80\xa6 https://t.co/deTj1jyXao'"
134,2022-07-14 00:12:20,1547373395452612611,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Raleigh/Durham | Remote https://t.co/1YZFX21EEK #AI #MachineLearning #DataJobs #Jobsearch #M\xe2\x80\xa6'
135,2022-07-14 00:04:46,1547371487597838338,ai-jobs.net,b'HIRING: Senior Data Engineer / Raleigh/Durham | Remote https://t.co/1YZFX21EEK #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/rsFJxq89aL'
136,2022-07-13 21:02:18,1547325568126967808,ai-jobs.net,"b'HIRING: Senior Software Engineer, Big Data.. / Kochi, India https://t.co/Kak7Bavpct #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/b0MAbhGFeV'"
137,2022-07-13 18:05:05,1547280970612604929,Twitchi,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer, US (Remote) / Remote https://t.co/vfofJNKUbW #AI #MachineLearning #DataJobs #Jobsearch #MLjob\xe2\x80\xa6'"
138,2022-07-13 18:04:11,1547280744497745920,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer, US (Remote) / Remote https://t.co/vfofJNKUbW #AI #MachineLearning #DataJobs #Jobsearch #MLjob\xe2\x80\xa6'"
139,2022-07-13 17:55:38,1547278595525165057,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Warsaw https://t.co/LOy59wE0m2 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #D\xe2\x80\xa6'
140,2022-07-13 16:04:13,1547250554690146304,Remote Jobs @ remotejobhuntbuddy.com,b'Competera is hiring Remote Data Engineer\n                    \xe2\x80\xa2\n                    Competera\n                    Co\xe2\x80\xa6 https://t.co/ACGA5DIjN6'
141,2022-07-13 15:14:02,1547237926081265671,SSE careers,b'New #job: Senior Data Engineer Location: Perth Salary: .. Bonus  .. https://t.co/P9GW2NNr65 #jobs #hiring'
142,2022-07-13 15:06:32,1547236039798001665,ai-jobs.net,"b'HIRING: Senior Data Engineer, US (Remote) / Remote https://t.co/vfofJNKUbW #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/Qn3hHSoap1'"
143,2022-07-13 15:05:04,1547235668589412353,Twitchi,b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Warsaw https://t.co/LOy59wE0m2 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #D\xe2\x80\xa6'
144,2022-07-13 15:04:58,1547235643125817345,ai-jobs.net,b'HIRING: Senior Data Engineer / Warsaw https://t.co/LOy59wE0m2 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/PKBCQTbshH'
145,2022-07-13 13:58:05,1547218811669172224,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Scientist / Jakarta, Jakarta, Indonesia https://t.co/QMLX1Qp8QG #AI #MachineLearning #DataJobs #Jobsearch #MLj\xe2\x80\xa6'"
146,2022-07-13 13:52:33,1547217421269975041,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer (f/m/d) / Berlin, Berlin, Germany https://t.co/EbMI2w7AhR #AI #MachineLearning #DataJobs #Jobs\xe2\x80\xa6'"
147,2022-07-13 13:42:06,1547214788190769152,Emirates Jobs,b'Senior Data Engineer https://t.co/GTK6h1QojL'
148,2022-07-13 12:58:06,1547203715978760192,Frizzz,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
149,2022-07-13 12:53:00,1547202433105133568,Ahsan Aharier,"b'@placeforbacot @akuyabingung @txtdrberseragam Lebih ke sustainability ny sih kak, job tetap, masa tua yg terjamin,\xe2\x80\xa6 https://t.co/KATTWfwxZN'"
150,2022-07-13 12:05:04,1547190369430953986,Twitchi,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer (f/m/d) / Berlin, Berlin, Germany https://t.co/EbMI2w7AhR #AI #MachineLearning #DataJobs #Jobs\xe2\x80\xa6'"
151,2022-07-13 12:03:36,1547190002152624128,ai-jobs.net,"b'HIRING: Data Scientist / Jakarta, Jakarta, Indonesia https://t.co/QMLX1Qp8QG #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/KCApdV9gys'"
152,2022-07-13 12:01:55,1547189579551313927,ai-jobs.net,"b'HIRING: Senior Data Engineer (f/m/d) / Berlin, Berlin, Germany https://t.co/EbMI2w7AhR #AI #MachineLearning\xe2\x80\xa6 https://t.co/07Wh6w1u76'"
153,2022-07-13 09:28:00,1547150843878580225,Jobs via Tweet,b'RT @AustinFraserJob: New #job: Data Engineer Location: City of London Salary: 50kpa - 60kpa .. https://t.co/Mlz7hTsDz9 #jobs #hiring'
154,2022-07-13 09:26:37,1547150494367289345,Ahmad Zaenun Faiz,"b'@bakpianada Itulah kenapa aplikasi-aplikasi besar seperti google, gojek, shopee dll. tetro butuh para ahli IT seper\xe2\x80\xa6 https://t.co/hHRCn8jiw6'"
155,2022-07-13 09:23:54,1547149813698945024,Austin Fraser Jobs,b'New #job: Data Engineer Location: City of London Salary: 50kpa - 60kpa .. https://t.co/Mlz7hTsDz9 #jobs #hiring'
156,2022-07-13 09:20:44,1547149014826876928,M.Y,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
157,2022-07-13 09:20:38,1547148989866582021,M.Y,b'RT @vickyfarhan95: (cont.)\n\nPosisi ini bakal onsite di Surabaya ya. Jadi kalo temen-temen minat bisa apply di link berikut ya:\n\nData Engine\xe2\x80\xa6'
158,2022-07-13 09:08:48,1547146012325662720,Juggernuts,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
159,2022-07-13 09:07:04,1547145574268694528,DAMA🐥,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
160,2022-07-13 09:04:46,1547144996830121986,Ridho Febriansa,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
161,2022-07-13 09:04:21,1547144890802311173,Mas2 HRD yg demen Muse,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
162,2022-07-13 09:02:43,1547144482461995008,mayonice✨,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
163,2022-07-13 09:01:37,1547144204240953344,ROMO,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
164,2022-07-13 09:01:37,1547144203154509824,Ridhos,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
165,2022-07-13 08:54:03,1547142300895043586,Didik,"b'Bantu temen,\n\nYg minat atau ada rekomendasi Data Engineer. https://t.co/CAXGj2Aexz'"
166,2022-07-13 08:53:47,1547142234310512640,si paling HRD,"b'RT @vickyfarhan95: Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL dan P\xe2\x80\xa6'"
167,2022-07-13 08:52:37,1547141939438702593,Piki~,b'(cont.)\n\nPosisi ini bakal onsite di Surabaya ya. Jadi kalo temen-temen minat bisa apply di link berikut ya:\n\nData E\xe2\x80\xa6 https://t.co/0WBgnIMTOx'
168,2022-07-13 08:52:36,1547141936389279744,Piki~,"b'Hello @hrdbacot,\n\nAku lagi cari Data Engineer dgn requirement:\n- Min 2 YoE sbg Data Engineer\n- Pengalaman pake SQL\xe2\x80\xa6 https://t.co/YTdtpRyndo'"
169,2022-07-13 06:09:11,1547100810479370247,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
170,2022-07-13 06:05:20,1547099841787863041,Candidate7153,b'RT @ai_jobsNET: HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
171,2022-07-13 06:05:20,1547099841557254145,Candidate7153,b'RT @ai_jobsNET: HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
172,2022-07-13 06:05:15,1547099819801550849,Hyderabad bot,b'RT @ai_jobsNET: HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
173,2022-07-13 06:05:03,1547099768505106432,Twitchi,b'RT @ai_jobsNET: HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
174,2022-07-13 06:02:06,1547099027505807360,ai-jobs.net,b'HIRING: Senior Data Analyst / Hyderabad https://t.co/U2dIvdDqU3 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/V4mtouiDHC'
175,2022-07-13 05:52:08,1547096518468849664,CODINGFESS,b'Code; Data Engineer range gajinya berapa ya? Untuk yang belum ada pengalaman'
176,2022-07-13 02:27:13,1547044950566510592,rfn,"b'RT @pacmannai: Data Engineer vs Machine Learning Engineer &amp; Ops.\n\nApa sih bedanya?\n\nYuk, kita bahas!\n\nA Thread\xf0\x9f\xa7\xb5 https://t.co/FmrCt5mr4k'"
177,2022-07-13 02:04:42,1547039284431007745,Probably Approximately Campus,b'Data scientist juga bisa jadi data engineer.\n\nTapi perlu pengetahuan tambahan yang penting seperti paham data pipel\xe2\x80\xa6 https://t.co/Gb4qGxRZ94'
178,2022-07-13 00:08:00,1547009915407011841,Matt,b'QA #Engineer PSI https://t.co/6tBJeAgaS9 #Work4Test https://t.co/1NdzafRRN2'
179,2022-07-13 00:04:34,1547009050117808129,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Engineer Req#351 (London Remote Role) / London https://t.co/eNU4c2g4dw #AI #MachineLearning #DataJobs #Jobsear\xe2\x80\xa6'
180,2022-07-13 00:02:45,1547008595442761728,ai-jobs.net,b'HIRING: Data Engineer Req#351 (London Remote Role) / London https://t.co/eNU4c2g4dw #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/Pz0W7FcbnX'
181,2022-07-12 17:29:09,1546909542637772801,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Engineer - Remote / Canada https://t.co/Y04Tz94Zx5 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'
182,2022-07-12 17:27:28,1546909116290834432,Heavenly 💞,b'@pacmannai min mau tanya...\n\nuntuk jadi data engineer itu apakah bisa ditunjang dengan belajar di pacman juga?\n\nata\xe2\x80\xa6 https://t.co/gLcrex9py2'
183,2022-07-12 15:57:03,1546886364804788224,qwerty,"b'@jpmorganID @iqbalx996 @cenilbasah @cacaaaaaaaama @worksfess Tp JP Morgan itu perusahaan top bang, klo ada loker in\xe2\x80\xa6 https://t.co/dRYRi5SAJd'"
184,2022-07-12 15:06:54,1546873744312135682,ai-jobs.net,b'HIRING: Data Engineer - Remote / Canada https://t.co/Y04Tz94Zx5 #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/QTOJZ3qjAA'
185,2022-07-12 12:59:25,1546841660738490369,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Analyst - Billing / Barcelona, Catalonia, Spain https://t.co/wENpzJ93x0 #AI #MachineLearning #DataJobs #Jobsea\xe2\x80\xa6'"
186,2022-07-12 12:03:02,1546827473219887105,ai-jobs.net,"b'HIRING: Data Analyst - Billing / Barcelona, Catalonia, Spain https://t.co/wENpzJ93x0 #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/9vfZCnPPVV'"
187,2022-07-12 11:57:27,1546826066869661697,Planbe.id,b'Workshop Excel untuk Data Analysis Data Connect Terbuka untuk Umum. Daftar Sekarang!\n\nhttps://t.co/01Yqon58LD'
188,2022-07-12 11:36:05,1546820687649579008,Keem,b'Aiyooo. Data Analyst role tp JD mcm Data Engineer. Mcm Network Optimization Engineer pun ada. Mcm2 requirements. \n\nGilooo'
189,2022-07-12 10:39:37,1546806479251943424,someone,"b'@collegemenfess gatau aja dia kalau prospek mat murni jauh lebih bagus. bisa jadi programmer, data analyst bahkan AI Engineer yang gajinya++'"
190,2022-07-12 10:01:20,1546796844088705024,Farawahidah,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
191,2022-07-12 09:08:46,1546783617417990145,Big Red Recruitment,b'New #job: Junior Data Engineer Location: Birmingham Salary: 45kpa - 55kpa .. https://t.co/mcHGZ20nFJ #jobs #hiring'
192,2022-07-12 09:00:54,1546781637794488321,Big Red Recruitment,b'New #job: Senior Data Engineer Location: Birmingham Salary: \xc2\xa355kpa - \xc2\xa365kpa .. https://t.co/QdI4SIYonV #jobs #hiring'
193,2022-07-12 07:30:04,1546758775540957184,Oscar,b'New #job: Data Engineer Location: Birmingham Salary: \xc2\xa340kpa - \xc2\xa355kpa .. https://t.co/bENOh3lJax #OscarJobs'
194,2022-07-12 07:29:02,1546758517176107008,Oscar,b'New #job: Junior Data Engineer Location: Cheltenham Salary: 50kpa - 50001pa .. https://t.co/IYIKpaMHyK #OscarJobs'
195,2022-07-12 07:22:17,1546756819745443841,Oscar,b'New #job: Data Engineer Location: Birmingham Salary: \xc2\xa350kpa - \xc2\xa350001pa .. https://t.co/A5RxH7JbK3 #OscarJobs'
196,2022-07-12 07:21:52,1546756712660615169,Oscar,b'New #job: Data Engineer Location: Birmingham Salary: 50kpa - 50001pa .. https://t.co/xD8CylmPUN #OscarJobs'
197,2022-07-12 07:03:17,1546752035453911041,Emirates Jobs,b'Senior Data Engineer https://t.co/XMSZlMk8Wo'
198,2022-07-12 04:17:57,1546710430831087618,HMJ AKUNTANSI UNTIRTA,b'7. Wajib meninggalkan aktivitas lain di kampus dan bersedia menjadi full timer selama mengikuti program.\n\n\xf0\x9f\x93\x8cAvailabl\xe2\x80\xa6 https://t.co/tqgSCEJYm4'
199,2022-07-12 03:07:18,1546692649482158080,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Lead Data Engineer / Toronto, Ontario, Canada https://t.co/8d8viJ0R5z #AI #MachineLearning #DataJobs #Jobsearch #ML\xe2\x80\xa6'"
200,2022-07-12 03:05:06,1546692097545097216,Candidate7153,"b'RT @ai_jobsNET: HIRING: Lead Data Engineer / Toronto, Ontario, Canada https://t.co/8d8viJ0R5z #AI #MachineLearning #DataJobs #Jobsearch #ML\xe2\x80\xa6'"
201,2022-07-12 03:03:39,1546691731290263553,ai-jobs.net,"b'HIRING: Lead Data Engineer / Toronto, Ontario, Canada https://t.co/8d8viJ0R5z #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/59DIRjqBAq'"
202,2022-07-12 02:56:40,1546689973377695746,Vacancies in Ukraine,b'Senior Data Engineer\nhttps://t.co/PGUyeOBl7D'
203,2022-07-12 02:23:55,1546681733071785984,محمد شافيق,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
204,2022-07-11 23:47:03,1546642256496455682,Majikan Khuching,"b'RT @GratisTerbaik: Menarik. Sesuai UU AP (30/2014) permohonan kami dikabulkan, artinya PeduliLindungi tidak lagi sah. \nKemenkes wajib nonak\xe2\x80\xa6'"
205,2022-07-11 21:11:49,1546603191420461056,tehTarik,"b'@collegemenfess Smngat nder, bnyk tmen2 Data Scientist, Data Engineer, Machine Learning, dan Software Engineer role\xe2\x80\xa6 https://t.co/OzthuApC7w'"
206,2022-07-11 17:52:53,1546553124877246464,Imran Riaz,b'@peace4chang @alisalmanalvi @iKarachiwala O bhai hr platform ki aik policy hoti hy me software engineer hu muje is\xe2\x80\xa6 https://t.co/sVNRdNFd0r'
207,2022-07-11 16:14:49,1546528448230969344,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Lisboa, Portugal - Hybrid / Remote https://t.co/vPHEgpiYri #AI #MachineLearning #DataJobs #J\xe2\x80\xa6'"
208,2022-07-11 16:12:49,1546527942381109248,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Engineering Manager - Infrastructure / Bengaluru https://t.co/nYNUhe9xUn #AI #MachineLearning #DataJobs #Jobse\xe2\x80\xa6'
209,2022-07-11 15:05:04,1546510895303770112,ai-jobs.net,"b'HIRING: Senior Data Engineer / Lisboa, Portugal - Hybrid / Remote https://t.co/vPHEgpiYri #AI #MachineLearning\xe2\x80\xa6 https://t.co/OIS8Xkzphb'"
210,2022-07-11 15:04:59,1546510872599674881,Candidate7153,b'RT @ai_jobsNET: HIRING: Data Engineering Manager - Infrastructure / Bengaluru https://t.co/nYNUhe9xUn #AI #MachineLearning #DataJobs #Jobse\xe2\x80\xa6'
211,2022-07-11 15:04:44,1546510809957810177,ai-jobs.net,b'HIRING: Data Engineering Manager - Infrastructure / Bengaluru https://t.co/nYNUhe9xUn #AI #MachineLearning\xe2\x80\xa6 https://t.co/3hdkFqJK94'
212,2022-07-11 12:33:03,1546472637098258432,░░░░░,"b'Ternyata selama ini ekspektasi keluarga ke aku itu kalau gak data scientist, ya software engineer'"
213,2022-07-11 12:10:41,1546467007159230468,Fabricio Cavalcante,"b'RT @ai_jobsNET: HIRING: Data Engineer / Toronto, Ontario, Canada https://t.co/bdwyVMafwo #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6'"
214,2022-07-11 12:09:10,1546466627285311489,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Engineer / Toronto, Ontario, Canada https://t.co/bdwyVMafwo #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6'"
215,2022-07-11 12:01:35,1546464719254573056,ai-jobs.net,"b'HIRING: Data Engineer / Toronto, Ontario, Canada https://t.co/bdwyVMafwo #AI #MachineLearning #DataJobs #Jobsearch\xe2\x80\xa6 https://t.co/UPmaZblZIC'"
216,2022-07-11 11:02:19,1546449802439065606,J,"b'hallo temen-temen twitter, bagi yang sedang mencari roles Data Engineer, Data Analtys, QA Automation, tolong reply\xe2\x80\xa6 https://t.co/Xl5SZy4NrH'"
217,2022-07-11 10:45:29,1546445567194193927,Hannah Lancaster,b'New #job: Senior Data Engineer (Java) Location: City of London Salary: \xc2\xa3500pd - \xc2\xa3550pd .. https://t.co/pNP9N89cwN #jobs #hiring'
218,2022-07-11 08:39:43,1546413918620651521,StarXiD,"b'@schcampus Data scientist, data analyst, data engineer, business intelligence, machine learning engineer, risk mana\xe2\x80\xa6 https://t.co/lkqUuu78gp'"
219,2022-07-11 08:24:06,1546409988142559233,DQLab,b'Ingin mempersiapkan dirimu menjadi Data Engineer? Coba simak dahulu yuk beberapa skill dan ilmu yang harus dikuasai\xe2\x80\xa6 https://t.co/uyoBRbCk6x'
220,2022-07-11 08:21:43,1546409387526332416,Torivo,"b'RT @EutopiaJobs: New #job: Senior Software Engineer (Java, Python, Data Engineering) Location: London Salary: 60kpa - 95kpa .. https://t.co\xe2\x80\xa6'"
221,2022-07-11 08:20:42,1546409130621128706,Eutopia  Solutions,"b'New #job: Senior Software Engineer (Java, Python, Data Engineering) Location: London Salary: 60kpa - 95kpa ..\xe2\x80\xa6 https://t.co/MWyeCteAwK'"
222,2022-07-11 07:39:59,1546398883013885952,✿,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
223,2022-07-11 07:10:09,1546391376098639877,JobNews.id,b'#lowongan #kerja Loker Resmi Senior Data Management Engineer PT. Antam Persero Tbk https://t.co/lWngfX3wV8'
224,2022-07-10 21:25:06,1546244143764148224,Jobs via Tweet,b'RT @Infused_tech: New #job: Principal Data Engineer Location: Birmingham Salary: 80kpa - 95kpa .. https://t.co/SQ0iPriAtE #jobs #hiring'
225,2022-07-10 21:14:10,1546241393290629122,Jobicy: Hiring Voices,b'RT @Infused_tech: New #job: Principal Data Engineer Location: Birmingham Salary: 80kpa - 95kpa .. https://t.co/SQ0iPriAtE #jobs #hiring'
226,2022-07-10 21:11:24,1546240697921060865,Jihad D. Waspada,"b'Nah karena metrik ini sangat penting dan high leverage, sebagai engineer kita harus:\n\n- Memastikan data yang kita u\xe2\x80\xa6 https://t.co/DBmjc86d31'"
227,2022-07-10 18:26:50,1546199283501711360,Valdo Butar-butar,b'Ga kebayang ribetnya jadi Data Engineer'
228,2022-07-10 15:49:52,1546159781819211777,🇲🇾BALYA/巴娅阿飞/பால்யா ஆல்ஃபி,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
229,2022-07-10 07:31:39,1546034399866753026,Mobility Jobs,"b'Zitara is hiring a Data Engineer (Operations Team) (San Francisco, CA, USA) #mobility #mobilityjobs #NowHiring\xe2\x80\xa6 https://t.co/XmDT7eC37t'"
230,2022-07-10 06:49:09,1546023704101982208,Nouval,"b'Redis ini lebih ke kebutuhan buat caching ya, ini sebenernya penting juga buat alokasi memori. MongoDB buat NoSQL,\xe2\x80\xa6 https://t.co/2C4OCzL7NC'"
231,2022-07-10 04:55:20,1545995062278078465,GreatInsuranceJobs,"b'Data Cybersecurity Engineer - Indianapolis, Indiana - Liberty Mutual Insurance https://t.co/ZhyAuR4VIp'"
232,2022-07-10 01:56:41,1545950104628391937,dipolar,"b'mulai saat ini sampai tahun kedepan, kebutuhan data engineer/ data science dibutuhkan banget ga peduli dari backgro\xe2\x80\xa6 https://t.co/oqD3tEjAi9'"
233,2022-07-09 23:50:30,1545918345861402624,amlahtan,b'@missufeey @worksfess Remote itu biasa berhubungan dengan system... misalnya di bidang telco. Contoh engineer OSS yg hanya provide data'
234,2022-07-09 16:22:15,1545805542027042816,Muhd,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
235,2022-07-09 15:11:43,1545787791992360960,Twitchi,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Boston, MA https://t.co/IrKXwioDpB #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdat\xe2\x80\xa6'"
236,2022-07-09 15:07:40,1545786770712940544,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer / Boston, MA https://t.co/IrKXwioDpB #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdat\xe2\x80\xa6'"
237,2022-07-09 15:04:09,1545785885467213831,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer (Data Platform) / Ottawa, ON, Canada https://t.co/1dETWHyzKw #AI #MachineLearning #DataJobs #J\xe2\x80\xa6'"
238,2022-07-09 15:03:06,1545785623927308289,ai-jobs.net,"b'HIRING: Senior Data Engineer / Boston, MA https://t.co/IrKXwioDpB #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/zcioG5zJdz'"
